time[s],positionX_E[m],positionY_E[m], positionZ_E[m], velocityX_E[m/s], velocityY_E[m/s], velocityZ_E[m/s], apparentVelocity[m/s], accelerationX_E[m/s^2], accelerationY_E[m/s^2], accelerationZ_E[m/s^2], mach[dimless]
5.085,325.37,0,1088.8,81.261,0,253.35,267.18,-3.843,0,-24.159,0.79488
5.086,325.45,0,1089,81.257,0,253.33,267.16,-3.8423,0,-24.156,0.79481
5.087,325.53,0,1089.3,81.253,0,253.3,267.14,-3.8415,0,-24.153,0.79474
5.088,325.61,0,1089.6,81.249,0,253.28,267.11,-3.8407,0,-24.15,0.79467
5.089,325.7,0,1089.8,81.245,0,253.25,267.09,-3.84,0,-24.147,0.7946
5.09,325.78,0,1090.1,81.242,0,253.23,267.06,-3.8392,0,-24.144,0.79453
5.091,325.86,0,1090.3,81.238,0,253.21,267.04,-3.8384,0,-24.142,0.79446
5.092,325.94,0,1090.6,81.234,0,253.18,267.02,-3.8377,0,-24.139,0.79439
5.093,326.02,0,1090.8,81.23,0,253.16,266.99,-3.8369,0,-24.136,0.79432
5.094,326.1,0,1091.1,81.226,0,253.13,266.97,-3.8362,0,-24.133,0.79425
5.095,326.18,0,1091.3,81.222,0,253.11,266.94,-3.8354,0,-24.13,0.79418
5.096,326.26,0,1091.6,81.218,0,253.08,266.92,-3.8346,0,-24.127,0.79411
5.097,326.35,0,1091.8,81.215,0,253.06,266.9,-3.8339,0,-24.124,0.79405
5.098,326.43,0,1092.1,81.211,0,253.04,266.87,-3.8331,0,-24.122,0.79398
5.099,326.51,0,1092.3,81.207,0,253.01,266.85,-3.8323,0,-24.119,0.79391
5.1,326.59,0,1092.6,81.203,0,252.99,266.82,-3.8316,0,-24.116,0.79384
5.101,326.67,0,1092.8,81.199,0,252.96,266.8,-3.8308,0,-24.113,0.79377
5.102,326.75,0,1093.1,81.195,0,252.94,266.78,-3.8301,0,-24.11,0.7937
5.103,326.83,0,1093.4,81.192,0,252.92,266.75,-3.8293,0,-24.107,0.79363
5.104,326.91,0,1093.6,81.188,0,252.89,266.73,-3.8285,0,-24.105,0.79356
5.105,327,0,1093.9,81.184,0,252.87,266.7,-3.8278,0,-24.102,0.79349
5.106,327.08,0,1094.1,81.18,0,252.84,266.68,-3.827,0,-24.099,0.79342
5.107,327.16,0,1094.4,81.176,0,252.82,266.66,-3.8263,0,-24.096,0.79335
5.108,327.24,0,1094.6,81.173,0,252.8,266.63,-3.8255,0,-24.093,0.79329
5.109,327.32,0,1094.9,81.169,0,252.77,266.61,-3.8247,0,-24.09,0.79322
5.11,327.4,0,1095.1,81.165,0,252.75,266.58,-3.824,0,-24.088,0.79315
5.111,327.48,0,1095.4,81.161,0,252.72,266.56,-3.8232,0,-24.085,0.79308
5.112,327.56,0,1095.6,81.157,0,252.7,266.54,-3.8225,0,-24.082,0.79301
5.113,327.64,0,1095.9,81.153,0,252.67,266.51,-3.8217,0,-24.079,0.79294
5.114,327.73,0,1096.1,81.15,0,252.65,266.49,-3.8209,0,-24.076,0.79287
5.115,327.81,0,1096.4,81.146,0,252.63,266.46,-3.8202,0,-24.073,0.7928
5.116,327.89,0,1096.6,81.142,0,252.6,266.44,-3.8194,0,-24.071,0.79273
5.117,327.97,0,1096.9,81.138,0,252.58,266.42,-3.8187,0,-24.068,0.79267
5.118,328.05,0,1097.1,81.134,0,252.55,266.39,-3.8179,0,-24.065,0.7926
5.119,328.13,0,1097.4,81.13,0,252.53,266.37,-3.8171,0,-24.062,0.79253
5.12,328.21,0,1097.6,81.127,0,252.51,266.34,-3.8164,0,-24.059,0.79246
5.121,328.29,0,1097.9,81.123,0,252.48,266.32,-3.8156,0,-24.056,0.79239
5.122,328.37,0,1098.2,81.119,0,252.46,266.3,-3.8149,0,-24.054,0.79232
5.123,328.46,0,1098.4,81.115,0,252.43,266.27,-3.8141,0,-24.051,0.79225
5.124,328.54,0,1098.7,81.111,0,252.41,266.25,-3.8133,0,-24.048,0.79218
5.125,328.62,0,1098.9,81.108,0,252.39,266.22,-3.8126,0,-24.045,0.79211
5.126,328.7,0,1099.2,81.104,0,252.36,266.2,-3.8118,0,-24.042,0.79204
5.127,328.78,0,1099.4,81.1,0,252.34,266.18,-3.8111,0,-24.039,0.79198
5.128,328.86,0,1099.7,81.096,0,252.31,266.15,-3.8103,0,-24.037,0.79191
5.129,328.94,0,1099.9,81.092,0,252.29,266.13,-3.8096,0,-24.034,0.79184
5.13,329.02,0,1100.2,81.089,0,252.27,266.1,-3.8088,0,-24.031,0.79177
5.131,329.1,0,1100.4,81.085,0,252.24,266.08,-3.8081,0,-24.028,0.7917
5.132,329.19,0,1100.7,81.081,0,252.22,266.06,-3.8073,0,-24.025,0.79163
5.133,329.27,0,1100.9,81.077,0,252.19,266.03,-3.8065,0,-24.022,0.79156
5.134,329.35,0,1101.2,81.073,0,252.17,266.01,-3.8058,0,-24.02,0.79149
5.135,329.43,0,1101.4,81.069,0,252.15,265.98,-3.805,0,-24.017,0.79143
5.136,329.51,0,1101.7,81.066,0,252.12,265.96,-3.8043,0,-24.014,0.79136
5.137,329.59,0,1101.9,81.062,0,252.1,265.94,-3.8035,0,-24.011,0.79129
5.138,329.67,0,1102.2,81.058,0,252.07,265.91,-3.8028,0,-24.008,0.79122
5.139,329.75,0,1102.4,81.054,0,252.05,265.89,-3.802,0,-24.006,0.79115
5.14,329.83,0,1102.7,81.05,0,252.03,265.87,-3.8013,0,-24.003,0.79108
5.141,329.92,0,1102.9,81.047,0,252,265.84,-3.8005,0,-24,0.79101
5.142,330,0,1103.2,81.043,0,251.98,265.82,-3.7997,0,-23.997,0.79094
5.143,330.08,0,1103.5,81.039,0,251.95,265.79,-3.799,0,-23.994,0.79088
5.144,330.16,0,1103.7,81.035,0,251.93,265.77,-3.7982,0,-23.991,0.79081
5.145,330.24,0,1104,81.031,0,251.91,265.75,-3.7975,0,-23.989,0.79074
5.146,330.32,0,1104.2,81.028,0,251.88,265.72,-3.7967,0,-23.986,0.79067
5.147,330.4,0,1104.5,81.024,0,251.86,265.7,-3.796,0,-23.983,0.7906
5.148,330.48,0,1104.7,81.02,0,251.83,265.67,-3.7952,0,-23.98,0.79053
5.149,330.56,0,1105,81.016,0,251.81,265.65,-3.7945,0,-23.977,0.79046
5.15,330.64,0,1105.2,81.013,0,251.79,265.63,-3.7937,0,-23.975,0.79039
5.151,330.73,0,1105.5,81.009,0,251.76,265.6,-3.793,0,-23.972,0.79033
5.152,330.81,0,1105.7,81.005,0,251.74,265.58,-3.7922,0,-23.969,0.79026
5.153,330.89,0,1106,81.001,0,251.71,265.56,-3.7915,0,-23.966,0.79019
5.154,330.97,0,1106.2,80.997,0,251.69,265.53,-3.7907,0,-23.963,0.79012
5.155,331.05,0,1106.5,80.994,0,251.67,265.51,-3.79,0,-23.961,0.79005
5.156,331.13,0,1106.7,80.99,0,251.64,265.48,-3.7892,0,-23.958,0.78998
5.157,331.21,0,1107,80.986,0,251.62,265.46,-3.7884,0,-23.955,0.78991
5.158,331.29,0,1107.2,80.982,0,251.59,265.44,-3.7877,0,-23.952,0.78985
5.159,331.37,0,1107.5,80.978,0,251.57,265.41,-3.7869,0,-23.949,0.78978
5.16,331.45,0,1107.7,80.975,0,251.55,265.39,-3.7862,0,-23.947,0.78971
5.161,331.54,0,1108,80.971,0,251.52,265.36,-3.7854,0,-23.944,0.78964
5.162,331.62,0,1108.2,80.967,0,251.5,265.34,-3.7847,0,-23.941,0.78957
5.163,331.7,0,1108.5,80.963,0,251.47,265.32,-3.7839,0,-23.938,0.7895
5.164,331.78,0,1108.7,80.959,0,251.45,265.29,-3.7832,0,-23.935,0.78943
5.165,331.86,0,1109,80.956,0,251.43,265.27,-3.7824,0,-23.932,0.78936
5.166,331.94,0,1109.2,80.952,0,251.4,265.25,-3.7817,0,-23.93,0.7893
5.167,332.02,0,1109.5,80.948,0,251.38,265.22,-3.7809,0,-23.927,0.78923
5.168,332.1,0,1109.7,80.944,0,251.35,265.2,-3.7802,0,-23.924,0.78916
5.169,332.18,0,1110,80.941,0,251.33,265.17,-3.7794,0,-23.921,0.78909
5.17,332.26,0,1110.2,80.937,0,251.31,265.15,-3.7787,0,-23.918,0.78902
5.171,332.34,0,1110.5,80.933,0,251.28,265.13,-3.7779,0,-23.916,0.78895
5.172,332.43,0,1110.7,80.929,0,251.26,265.1,-3.7772,0,-23.913,0.78889
5.173,332.51,0,1111,80.925,0,251.24,265.08,-3.7764,0,-23.91,0.78882
5.174,332.59,0,1111.2,80.922,0,251.21,265.05,-3.7757,0,-23.907,0.78875
5.175,332.67,0,1111.5,80.918,0,251.19,265.03,-3.7749,0,-23.905,0.78868
5.176,332.75,0,1111.8,80.914,0,251.16,265.01,-3.7742,0,-23.902,0.78861
5.177,332.83,0,1112,80.91,0,251.14,264.98,-3.7734,0,-23.899,0.78854
5.178,332.91,0,1112.3,80.907,0,251.12,264.96,-3.7727,0,-23.896,0.78847
5.179,332.99,0,1112.5,80.903,0,251.09,264.94,-3.772,0,-23.893,0.78841
5.18,333.07,0,1112.8,80.899,0,251.07,264.91,-3.7712,0,-23.891,0.78834
5.181,333.15,0,1113,80.895,0,251.04,264.89,-3.7705,0,-23.888,0.78827
5.182,333.24,0,1113.3,80.891,0,251.02,264.86,-3.7697,0,-23.885,0.7882
5.183,333.32,0,1113.5,80.888,0,251,264.84,-3.769,0,-23.882,0.78813
5.184,333.4,0,1113.8,80.884,0,250.97,264.82,-3.7682,0,-23.879,0.78806
5.185,333.48,0,1114,80.88,0,250.95,264.79,-3.7675,0,-23.877,0.788
5.186,333.56,0,1114.3,80.876,0,250.92,264.77,-3.7667,0,-23.874,0.78793
5.187,333.64,0,1114.5,80.873,0,250.9,264.75,-3.766,0,-23.871,0.78786
5.188,333.72,0,1114.8,80.869,0,250.88,264.72,-3.7652,0,-23.868,0.78779
5.189,333.8,0,1115,80.865,0,250.85,264.7,-3.7645,0,-23.865,0.78772
5.19,333.88,0,1115.3,80.861,0,250.83,264.67,-3.7637,0,-23.863,0.78765
5.191,333.96,0,1115.5,80.858,0,250.81,264.65,-3.763,0,-23.86,0.78759
5.192,334.04,0,1115.8,80.854,0,250.78,264.63,-3.7622,0,-23.857,0.78752
5.193,334.12,0,1116,80.85,0,250.76,264.6,-3.7615,0,-23.854,0.78745
5.194,334.21,0,1116.3,80.846,0,250.73,264.58,-3.7608,0,-23.852,0.78738
5.195,334.29,0,1116.5,80.843,0,250.71,264.56,-3.76,0,-23.849,0.78731
5.196,334.37,0,1116.8,80.839,0,250.69,264.53,-3.7593,0,-23.846,0.78724
5.197,334.45,0,1117,80.835,0,250.66,264.51,-3.7585,0,-23.843,0.78718
5.198,334.53,0,1117.3,80.831,0,250.64,264.48,-3.7578,0,-23.84,0.78711
5.199,334.61,0,1117.5,80.827,0,250.61,264.46,-3.757,0,-23.838,0.78704
5.2,334.69,0,1117.8,80.824,0,250.59,264.44,-3.7563,0,-23.835,0.78697
5.201,334.77,0,1118,80.82,0,250.57,264.41,-3.7555,0,-23.832,0.7869
5.202,334.85,0,1118.3,80.816,0,250.54,264.39,-3.7548,0,-23.829,0.78683
5.203,334.93,0,1118.5,80.812,0,250.52,264.37,-3.7541,0,-23.827,0.78677
5.204,335.01,0,1118.8,80.809,0,250.5,264.34,-3.7533,0,-23.824,0.7867
5.205,335.09,0,1119,80.805,0,250.47,264.32,-3.7526,0,-23.821,0.78663
5.206,335.18,0,1119.3,80.801,0,250.45,264.29,-3.7518,0,-23.818,0.78656
5.207,335.26,0,1119.5,80.797,0,250.42,264.27,-3.7511,0,-23.815,0.78649
5.208,335.34,0,1119.8,80.794,0,250.4,264.25,-3.7503,0,-23.813,0.78642
5.209,335.42,0,1120,80.79,0,250.38,264.22,-3.7496,0,-23.81,0.78636
5.21,335.5,0,1120.3,80.786,0,250.35,264.2,-3.7489,0,-23.807,0.78629
5.211,335.58,0,1120.5,80.782,0,250.33,264.18,-3.7481,0,-23.804,0.78622
5.212,335.66,0,1120.8,80.779,0,250.3,264.15,-3.7474,0,-23.802,0.78615
5.213,335.74,0,1121,80.775,0,250.28,264.13,-3.7466,0,-23.799,0.78608
5.214,335.82,0,1121.3,80.771,0,250.26,264.11,-3.7459,0,-23.796,0.78602
5.215,335.9,0,1121.5,80.767,0,250.23,264.08,-3.7451,0,-23.793,0.78595
5.216,335.98,0,1121.8,80.764,0,250.21,264.06,-3.7444,0,-23.79,0.78588
5.217,336.06,0,1122,80.76,0,250.19,264.03,-3.7437,0,-23.788,0.78581
5.218,336.14,0,1122.3,80.756,0,250.16,264.01,-3.7429,0,-23.785,0.78574
5.219,336.23,0,1122.5,80.752,0,250.14,263.99,-3.7422,0,-23.782,0.78567
5.22,336.31,0,1122.8,80.749,0,250.11,263.96,-3.7414,0,-23.779,0.78561
5.221,336.39,0,1123,80.745,0,250.09,263.94,-3.7407,0,-23.777,0.78554
5.222,336.47,0,1123.3,80.741,0,250.07,263.92,-3.74,0,-23.774,0.78547
5.223,336.55,0,1123.5,80.738,0,250.04,263.89,-3.7392,0,-23.771,0.7854
5.224,336.63,0,1123.8,80.734,0,250.02,263.87,-3.7385,0,-23.768,0.78533
5.225,336.71,0,1124,80.73,0,250,263.85,-3.7377,0,-23.766,0.78527
5.226,336.79,0,1124.3,80.726,0,249.97,263.82,-3.737,0,-23.763,0.7852
5.227,336.87,0,1124.5,80.723,0,249.95,263.8,-3.7363,0,-23.76,0.78513
5.228,336.95,0,1124.8,80.719,0,249.92,263.77,-3.7355,0,-23.757,0.78506
5.229,337.03,0,1125,80.715,0,249.9,263.75,-3.7348,0,-23.755,0.78499
5.23,337.11,0,1125.3,80.711,0,249.88,263.73,-3.734,0,-23.752,0.78493
5.231,337.19,0,1125.5,80.708,0,249.85,263.7,-3.7333,0,-23.749,0.78486
5.232,337.27,0,1125.8,80.704,0,249.83,263.68,-3.7326,0,-23.746,0.78479
5.233,337.36,0,1126,80.7,0,249.81,263.66,-3.7318,0,-23.744,0.78472
5.234,337.44,0,1126.3,80.696,0,249.78,263.63,-3.7311,0,-23.741,0.78465
5.235,337.52,0,1126.5,80.693,0,249.76,263.61,-3.7303,0,-23.738,0.78459
5.236,337.6,0,1126.8,80.689,0,249.73,263.59,-3.7296,0,-23.735,0.78452
5.237,337.68,0,1127,80.685,0,249.71,263.56,-3.7289,0,-23.732,0.78445
5.238,337.76,0,1127.3,80.682,0,249.69,263.54,-3.7281,0,-23.73,0.78438
5.239,337.84,0,1127.5,80.678,0,249.66,263.51,-3.7274,0,-23.727,0.78431
5.24,337.92,0,1127.8,80.674,0,249.64,263.49,-3.7267,0,-23.724,0.78425
5.241,338,0,1128,80.67,0,249.62,263.47,-3.7259,0,-23.721,0.78418
5.242,338.08,0,1128.3,80.667,0,249.59,263.44,-3.7252,0,-23.719,0.78411
5.243,338.16,0,1128.5,80.663,0,249.57,263.42,-3.7244,0,-23.716,0.78404
5.244,338.24,0,1128.8,80.659,0,249.54,263.4,-3.7237,0,-23.713,0.78397
5.245,338.32,0,1129,80.655,0,249.52,263.37,-3.723,0,-23.71,0.78391
5.246,338.4,0,1129.3,80.652,0,249.5,263.35,-3.7222,0,-23.708,0.78384
5.247,338.49,0,1129.5,80.648,0,249.47,263.33,-3.7215,0,-23.705,0.78377
5.248,338.57,0,1129.8,80.644,0,249.45,263.3,-3.7208,0,-23.702,0.7837
5.249,338.65,0,1130,80.641,0,249.43,263.28,-3.72,0,-23.699,0.78363
5.25,338.73,0,1130.3,80.637,0,249.4,263.25,-3.7193,0,-23.697,0.78357
5.251,338.81,0,1130.5,80.633,0,249.38,263.23,-3.7186,0,-23.694,0.7835
5.252,338.89,0,1130.8,80.629,0,249.35,263.21,-3.7178,0,-23.691,0.78343
5.253,338.97,0,1131,80.626,0,249.33,263.18,-3.7171,0,-23.688,0.78336
5.254,339.05,0,1131.3,80.622,0,249.31,263.16,-3.7163,0,-23.686,0.7833
5.255,339.13,0,1131.5,80.618,0,249.28,263.14,-3.7156,0,-23.683,0.78323
5.256,339.21,0,1131.8,80.615,0,249.26,263.11,-3.7149,0,-23.68,0.78316
5.257,339.29,0,1132,80.611,0,249.24,263.09,-3.7141,0,-23.678,0.78309
5.258,339.37,0,1132.3,80.607,0,249.21,263.07,-3.7134,0,-23.675,0.78302
5.259,339.45,0,1132.5,80.603,0,249.19,263.04,-3.7127,0,-23.672,0.78296
5.26,339.53,0,1132.8,80.6,0,249.17,263.02,-3.7119,0,-23.669,0.78289
5.261,339.61,0,1133,80.596,0,249.14,263,-3.7112,0,-23.667,0.78282
5.262,339.69,0,1133.3,80.592,0,249.12,262.97,-3.7105,0,-23.664,0.78275
5.263,339.77,0,1133.5,80.589,0,249.09,262.95,-3.7097,0,-23.661,0.78269
5.264,339.86,0,1133.8,80.585,0,249.07,262.93,-3.709,0,-23.658,0.78262
5.265,339.94,0,1134,80.581,0,249.05,262.9,-3.7083,0,-23.656,0.78255
5.266,340.02,0,1134.3,80.577,0,249.02,262.88,-3.7075,0,-23.653,0.78248
5.267,340.1,0,1134.5,80.574,0,249,262.85,-3.7068,0,-23.65,0.78241
5.268,340.18,0,1134.8,80.57,0,248.98,262.83,-3.7061,0,-23.647,0.78235
5.269,340.26,0,1135,80.566,0,248.95,262.81,-3.7053,0,-23.645,0.78228
5.27,340.34,0,1135.3,80.563,0,248.93,262.78,-3.7046,0,-23.642,0.78221
5.271,340.42,0,1135.5,80.559,0,248.91,262.76,-3.7039,0,-23.639,0.78214
5.272,340.5,0,1135.8,80.555,0,248.88,262.74,-3.7031,0,-23.636,0.78208
5.273,340.58,0,1136,80.551,0,248.86,262.71,-3.7024,0,-23.634,0.78201
5.274,340.66,0,1136.3,80.548,0,248.83,262.69,-3.7017,0,-23.631,0.78194
5.275,340.74,0,1136.5,80.544,0,248.81,262.67,-3.7009,0,-23.628,0.78187
5.276,340.82,0,1136.7,80.54,0,248.79,262.64,-3.7002,0,-23.626,0.7818
5.277,340.9,0,1137,80.537,0,248.76,262.62,-3.6995,0,-23.623,0.78174
5.278,340.98,0,1137.2,80.533,0,248.74,262.6,-3.6988,0,-23.62,0.78167
5.279,341.06,0,1137.5,80.529,0,248.72,262.57,-3.698,0,-23.617,0.7816
5.28,341.14,0,1137.7,80.526,0,248.69,262.55,-3.6973,0,-23.615,0.78153
5.281,341.22,0,1138,80.522,0,248.67,262.53,-3.6966,0,-23.612,0.78147
5.282,341.31,0,1138.2,80.518,0,248.65,262.5,-3.6958,0,-23.609,0.7814
5.283,341.39,0,1138.5,80.514,0,248.62,262.48,-3.6951,0,-23.606,0.78133
5.284,341.47,0,1138.7,80.511,0,248.6,262.46,-3.6944,0,-23.604,0.78126
5.285,341.55,0,1139,80.507,0,248.57,262.43,-3.6936,0,-23.601,0.7812
5.286,341.63,0,1139.2,80.503,0,248.55,262.41,-3.6929,0,-23.598,0.78113
5.287,341.71,0,1139.5,80.5,0,248.53,262.38,-3.6922,0,-23.596,0.78106
5.288,341.79,0,1139.7,80.496,0,248.5,262.36,-3.6915,0,-23.593,0.78099
5.289,341.87,0,1140,80.492,0,248.48,262.34,-3.6907,0,-23.59,0.78093
5.29,341.95,0,1140.2,80.489,0,248.46,262.31,-3.69,0,-23.587,0.78086
5.291,342.03,0,1140.5,80.485,0,248.43,262.29,-3.6893,0,-23.585,0.78079
5.292,342.11,0,1140.7,80.481,0,248.41,262.27,-3.6885,0,-23.582,0.78072
5.293,342.19,0,1141,80.478,0,248.39,262.24,-3.6878,0,-23.579,0.78066
5.294,342.27,0,1141.2,80.474,0,248.36,262.22,-3.6871,0,-23.576,0.78059
5.295,342.35,0,1141.5,80.47,0,248.34,262.2,-3.6864,0,-23.574,0.78052
5.296,342.43,0,1141.7,80.467,0,248.31,262.17,-3.6856,0,-23.571,0.78045
5.297,342.51,0,1142,80.463,0,248.29,262.15,-3.6849,0,-23.568,0.78039
5.298,342.59,0,1142.2,80.459,0,248.27,262.13,-3.6842,0,-23.566,0.78032
5.299,342.67,0,1142.5,80.455,0,248.24,262.1,-3.6834,0,-23.563,0.78025
5.3,342.75,0,1142.7,80.452,0,248.22,262.08,-3.6827,0,-23.56,0.78018
5.301,342.83,0,1143,80.448,0,248.2,262.06,-3.682,0,-23.557,0.78012
5.302,342.92,0,1143.2,80.444,0,248.17,262.03,-3.6813,0,-23.555,0.78005
5.303,343,0,1143.5,80.441,0,248.15,262.01,-3.6805,0,-23.552,0.77998
5.304,343.08,0,1143.7,80.437,0,248.13,261.99,-3.6798,0,-23.549,0.77991
5.305,343.16,0,1144,80.433,0,248.1,261.96,-3.6791,0,-23.547,0.77985
5.306,343.24,0,1144.2,80.43,0,248.08,261.94,-3.6784,0,-23.544,0.77978
5.307,343.32,0,1144.5,80.426,0,248.06,261.92,-3.6776,0,-23.541,0.77971
5.308,343.4,0,1144.7,80.422,0,248.03,261.89,-3.6769,0,-23.538,0.77964
5.309,343.48,0,1144.9,80.419,0,248.01,261.87,-3.6762,0,-23.536,0.77958
5.31,343.56,0,1145.2,80.415,0,247.99,261.85,-3.6754,0,-23.533,0.77951
5.311,343.64,0,1145.4,80.411,0,247.96,261.82,-3.6747,0,-23.53,0.77944
5.312,343.72,0,1145.7,80.408,0,247.94,261.8,-3.674,0,-23.528,0.77937
5.313,343.8,0,1145.9,80.404,0,247.91,261.78,-3.6733,0,-23.525,0.77931
5.314,343.88,0,1146.2,80.4,0,247.89,261.75,-3.6725,0,-23.522,0.77924
5.315,343.96,0,1146.4,80.397,0,247.87,261.73,-3.6718,0,-23.52,0.77917
5.316,344.04,0,1146.7,80.393,0,247.84,261.71,-3.6711,0,-23.517,0.7791
5.317,344.12,0,1146.9,80.389,0,247.82,261.68,-3.6704,0,-23.514,0.77904
5.318,344.2,0,1147.2,80.386,0,247.8,261.66,-3.6696,0,-23.511,0.77897
5.319,344.28,0,1147.4,80.382,0,247.77,261.64,-3.6689,0,-23.509,0.7789
5.32,344.36,0,1147.7,80.378,0,247.75,261.61,-3.6682,0,-23.506,0.77884
5.321,344.44,0,1147.9,80.375,0,247.73,261.59,-3.6675,0,-23.503,0.77877
5.322,344.52,0,1148.2,80.371,0,247.7,261.57,-3.6668,0,-23.501,0.7787
5.323,344.6,0,1148.4,80.367,0,247.68,261.54,-3.666,0,-23.498,0.77863
5.324,344.68,0,1148.7,80.364,0,247.66,261.52,-3.6653,0,-23.495,0.77857
5.325,344.76,0,1148.9,80.36,0,247.63,261.5,-3.6646,0,-23.493,0.7785
5.326,344.84,0,1149.2,80.356,0,247.61,261.47,-3.6639,0,-23.49,0.77843
5.327,344.93,0,1149.4,80.353,0,247.59,261.45,-3.6631,0,-23.487,0.77836
5.328,345.01,0,1149.7,80.349,0,247.56,261.43,-3.6624,0,-23.484,0.7783
5.329,345.09,0,1149.9,80.345,0,247.54,261.4,-3.6617,0,-23.482,0.77823
5.33,345.17,0,1150.1,80.342,0,247.51,261.38,-3.661,0,-23.479,0.77816
5.331,345.25,0,1150.4,80.338,0,247.49,261.35,-3.6602,0,-23.476,0.7781
5.332,345.33,0,1150.6,80.334,0,247.47,261.33,-3.6595,0,-23.474,0.77803
5.333,345.41,0,1150.9,80.331,0,247.44,261.31,-3.6588,0,-23.471,0.77796
5.334,345.49,0,1151.1,80.327,0,247.42,261.28,-3.6581,0,-23.468,0.77789
5.335,345.57,0,1151.4,80.323,0,247.4,261.26,-3.6574,0,-23.466,0.77783
5.336,345.65,0,1151.6,80.32,0,247.37,261.24,-3.6566,0,-23.463,0.77776
5.337,345.73,0,1151.9,80.316,0,247.35,261.21,-3.6559,0,-23.46,0.77769
5.338,345.81,0,1152.1,80.312,0,247.33,261.19,-3.6552,0,-23.457,0.77762
5.339,345.89,0,1152.4,80.309,0,247.3,261.17,-3.6545,0,-23.455,0.77756
5.34,345.97,0,1152.6,80.305,0,247.28,261.15,-3.6538,0,-23.452,0.77749
5.341,346.05,0,1152.9,80.301,0,247.26,261.12,-3.653,0,-23.449,0.77742
5.342,346.13,0,1153.1,80.298,0,247.23,261.1,-3.6523,0,-23.447,0.77736
5.343,346.21,0,1153.4,80.294,0,247.21,261.08,-3.6516,0,-23.444,0.77729
5.344,346.29,0,1153.6,80.29,0,247.19,261.05,-3.6509,0,-23.441,0.77722
5.345,346.37,0,1153.9,80.287,0,247.16,261.03,-3.6502,0,-23.439,0.77715
5.346,346.45,0,1154.1,80.283,0,247.14,261.01,-3.6494,0,-23.436,0.77709
5.347,346.53,0,1154.4,80.279,0,247.12,260.98,-3.6487,0,-23.433,0.77702
5.348,346.61,0,1154.6,80.276,0,247.09,260.96,-3.648,0,-23.431,0.77695
5.349,346.69,0,1154.8,80.272,0,247.07,260.94,-3.6473,0,-23.428,0.77689
5.35,346.77,0,1155.1,80.269,0,247.05,260.91,-3.6466,0,-23.425,0.77682
5.351,346.85,0,1155.3,80.265,0,247.02,260.89,-3.6458,0,-23.423,0.77675
5.352,346.93,0,1155.6,80.261,0,247,260.87,-3.6451,0,-23.42,0.77669
5.353,347.01,0,1155.8,80.258,0,246.98,260.84,-3.6444,0,-23.417,0.77662
5.354,347.09,0,1156.1,80.254,0,246.95,260.82,-3.6437,0,-23.414,0.77655
5.355,347.17,0,1156.3,80.25,0,246.93,260.8,-3.643,0,-23.412,0.77648
5.356,347.25,0,1156.6,80.247,0,246.91,260.77,-3.6422,0,-23.409,0.77642
5.357,347.33,0,1156.8,80.243,0,246.88,260.75,-3.6415,0,-23.406,0.77635
5.358,347.41,0,1157.1,80.239,0,246.86,260.73,-3.6408,0,-23.404,0.77628
5.359,347.49,0,1157.3,80.236,0,246.84,260.7,-3.6401,0,-23.401,0.77622
5.36,347.57,0,1157.6,80.232,0,246.81,260.68,-3.6394,0,-23.398,0.77615
5.361,347.65,0,1157.8,80.228,0,246.79,260.66,-3.6387,0,-23.396,0.77608
5.362,347.74,0,1158.1,80.225,0,246.76,260.63,-3.6379,0,-23.393,0.77601
5.363,347.82,0,1158.3,80.221,0,246.74,260.61,-3.6372,0,-23.39,0.77595
5.364,347.9,0,1158.6,80.218,0,246.72,260.59,-3.6365,0,-23.388,0.77588
5.365,347.98,0,1158.8,80.214,0,246.69,260.56,-3.6358,0,-23.385,0.77581
5.366,348.06,0,1159,80.21,0,246.67,260.54,-3.6351,0,-23.382,0.77575
5.367,348.14,0,1159.3,80.207,0,246.65,260.52,-3.6344,0,-23.38,0.77568
5.368,348.22,0,1159.5,80.203,0,246.62,260.49,-3.6336,0,-23.377,0.77561
5.369,348.3,0,1159.8,80.199,0,246.6,260.47,-3.6329,0,-23.374,0.77555
5.37,348.38,0,1160,80.196,0,246.58,260.45,-3.6322,0,-23.372,0.77548
5.371,348.46,0,1160.3,80.192,0,246.55,260.42,-3.6315,0,-23.369,0.77541
5.372,348.54,0,1160.5,80.188,0,246.53,260.4,-3.6308,0,-23.366,0.77535
5.373,348.62,0,1160.8,80.185,0,246.51,260.38,-3.6301,0,-23.364,0.77528
5.374,348.7,0,1161,80.181,0,246.48,260.35,-3.6293,0,-23.361,0.77521
5.375,348.78,0,1161.3,80.178,0,246.46,260.33,-3.6286,0,-23.358,0.77514
5.376,348.86,0,1161.5,80.174,0,246.44,260.31,-3.6279,0,-23.356,0.77508
5.377,348.94,0,1161.8,80.17,0,246.41,260.28,-3.6272,0,-23.353,0.77501
5.378,349.02,0,1162,80.167,0,246.39,260.26,-3.6265,0,-23.35,0.77494
5.379,349.1,0,1162.2,80.163,0,246.37,260.24,-3.6258,0,-23.348,0.77488
5.38,349.18,0,1162.5,80.159,0,246.34,260.21,-3.6251,0,-23.345,0.77481
5.381,349.26,0,1162.7,80.156,0,246.32,260.19,-3.6243,0,-23.342,0.77474
5.382,349.34,0,1163,80.152,0,246.3,260.17,-3.6236,0,-23.34,0.77468
