Run ID,At [m^2],Dfg_Outer [m],Dfg_Inner [m],Lfg [m],ISP [s^-1],Delta-V [m/s],Apogee [m],O/F Ratio Max
7529,0.0055,0.145,0.065,0.5,201.07,271.56,4355.8,3.615
7530,0.0055,0.145,0.065,0.6,197.84,278.93,4577.8,3.0107
7537,0.0055,0.145,0.07,0.5,201.08,261.04,4026.9,3.6243
7538,0.0055,0.145,0.07,0.6,198,268.35,4239,3.0185
7545,0.0055,0.145,0.075,0.5,201.08,249.63,3684.9,3.634
7546,0.0055,0.145,0.075,0.6,198.15,256.84,3885.2,3.0265
7553,0.0055,0.145,0.08,0.5,201.08,237.3,3331.9,3.6438
7554,0.0055,0.145,0.08,0.6,198.29,244.36,3518.7,3.0347
7561,0.0055,0.147,0.04,0.5,200.96,320.49,6051.5,3.5786
7569,0.0055,0.147,0.045,0.5,200.99,314.55,5831.2,3.5856
7577,0.0055,0.147,0.05,0.5,201.02,307.72,5582.9,3.5932
7585,0.0055,0.147,0.055,0.5,201.04,299.95,5306.8,3.6014
7593,0.0055,0.147,0.06,0.5,201.06,291.32,5008,3.6099
7594,0.0055,0.147,0.06,0.6,197.7,298.95,5254.2,3.0065
7601,0.0055,0.147,0.065,0.5,201.07,281.71,4685.3,3.6188
7602,0.0055,0.147,0.065,0.6,197.86,289.4,4925.9,3.0139
7609,0.0055,0.147,0.07,0.5,201.08,271.19,4344.6,3.628
7610,0.0055,0.147,0.07,0.6,198.02,278.77,4572.8,3.0215
7617,0.0055,0.147,0.075,0.5,201.08,259.73,3987.5,3.6375
7618,0.0055,0.147,0.075,0.6,198.17,267.22,4203.7,3.0294
7625,0.0055,0.147,0.08,0.5,201.08,247.34,3618.5,3.6472
7626,0.0055,0.147,0.08,0.6,198.31,254.75,3822.7,3.0375
7633,0.0055,0.149,0.04,0.5,200.97,330.92,6449.1,3.5832
7641,0.0055,0.149,0.045,0.5,201,325.02,6223.3,3.5901
7649,0.0055,0.149,0.05,0.5,201.03,318.16,5965.5,3.5975
7657,0.0055,0.149,0.055,0.5,201.05,310.35,5678.7,3.6055
7658,0.0055,0.149,0.055,0.6,197.55,318.27,5950.4,3.0028
7665,0.0055,0.149,0.06,0.5,201.07,301.68,5368.1,3.6139
7666,0.0055,0.149,0.06,0.6,197.73,309.63,5634,3.0098
7673,0.0055,0.149,0.065,0.5,201.08,292.08,5034.7,3.6226
7674,0.0055,0.149,0.065,0.6,197.89,299.97,5290.1,3.0171
7681,0.0055,0.149,0.07,0.5,201.08,281.52,4679.7,3.6317
7682,0.0055,0.149,0.07,0.6,198.05,289.43,4927.2,3.0246
7689,0.0055,0.149,0.075,0.5,201.09,270.07,4309.4,3.641
7690,0.0055,0.149,0.075,0.6,198.19,277.83,4542.3,3.0323
7697,0.0055,0.149,0.08,0.5,201.09,257.62,3923.7,3.6506
7698,0.0055,0.149,0.08,0.6,198.33,265.31,4144.4,3.0402
7705,0.0055,0.151,0.04,0.5,200.97,341.59,6868.9,3.5878
7713,0.0055,0.151,0.045,0.5,201.01,335.59,6632,3.5945
7721,0.0055,0.151,0.05,0.5,201.03,328.77,6367.3,3.6018
7729,0.0055,0.151,0.055,0.5,201.05,320.99,6072,3.6096
7730,0.0055,0.151,0.055,0.6,197.58,329.16,6362,3.0062
7737,0.0055,0.151,0.06,0.5,201.07,312.27,5749.3,3.6178
7738,0.0055,0.151,0.06,0.6,197.75,320.49,6033.3,3.0131
7745,0.0055,0.151,0.065,0.5,201.08,302.63,5402.5,3.6264
7746,0.0055,0.151,0.065,0.6,197.91,310.85,5678.4,3.0202
7753,0.0055,0.151,0.07,0.5,201.09,292.01,5033,3.6354
7754,0.0055,0.151,0.07,0.6,198.07,300.2,5298.3,3.0276
7761,0.0055,0.151,0.075,0.5,201.09,280.51,4647,3.6445
7762,0.0055,0.151,0.075,0.6,198.21,288.61,4899.6,3.0352
7769,0.0055,0.151,0.08,0.5,201.09,268.13,4248.6,3.6539
7770,0.0055,0.151,0.08,0.6,198.35,276.04,4484.5,3.043
7777,0.0055,0.153,0.04,0.5,200.98,352.44,7308.9,3.5923
7785,0.0055,0.153,0.045,0.5,201.01,346.48,7066.1,3.5989
7793,0.0055,0.153,0.05,0.5,201.04,339.55,6788.8,3.6061
7794,0.0055,0.153,0.05,0.6,197.44,347.89,7101.4,3.0033
7801,0.0055,0.153,0.055,0.5,201.06,331.8,6485.1,3.6137
7802,0.0055,0.153,0.055,0.6,197.61,340.23,6794.1,3.0097
7809,0.0055,0.153,0.06,0.5,201.07,323.03,6149.9,3.6218
7810,0.0055,0.153,0.06,0.6,197.78,331.52,6453,3.0164
7817,0.0055,0.153,0.065,0.5,201.08,313.35,5789.5,3.6302
7818,0.0055,0.153,0.065,0.6,197.94,321.84,6084.2,3.0234
7825,0.0055,0.153,0.07,0.5,201.09,302.75,5407.3,3.639
7826,0.0055,0.153,0.07,0.6,198.09,311.21,5691.5,3.0306
7833,0.0055,0.153,0.075,0.5,201.09,291.25,5007.4,3.648
7834,0.0055,0.153,0.075,0.6,198.24,299.64,5278.8,3.0381
7841,0.0055,0.153,0.08,0.5,201.09,278.81,4591.7,3.6572
7842,0.0055,0.153,0.08,0.6,198.37,287.01,4845.9,3.0458
7849,0.0055,0.155,0.04,0.5,200.99,363.46,7770,3.5968
7857,0.0055,0.155,0.045,0.5,201.02,357.47,7518.4,3.6033
7858,0.0055,0.155,0.045,0.6,197.29,365.95,7852.2,3.001
7865,0.0055,0.155,0.05,0.5,201.04,350.57,7233.7,3.6103
7866,0.0055,0.155,0.05,0.6,197.47,359.18,7566.2,3.0068
7873,0.0055,0.155,0.055,0.5,201.06,342.78,6918.6,3.6178
7874,0.0055,0.155,0.055,0.6,197.64,351.48,7247.7,3.013
7881,0.0055,0.155,0.06,0.5,201.08,333.98,6570.7,3.6257
7882,0.0055,0.155,0.06,0.6,197.81,342.79,6896.5,3.0196
7889,0.0055,0.155,0.065,0.5,201.09,324.31,6198.8,3.634
7890,0.0055,0.155,0.065,0.6,197.96,333.07,6513.5,3.0265
7897,0.0055,0.155,0.07,0.5,201.09,313.72,5803.8,3.6426
7898,0.0055,0.155,0.07,0.6,198.11,322.46,6107.9,3.0336
7905,0.0055,0.155,0.075,0.5,201.1,302.1,5385,3.6515
7906,0.0055,0.155,0.075,0.6,198.26,310.77,5675.9,3.041
